eckID,gene,JW id,direction,left nt,right nt,left nt,right nt,b number,direction,left,right,left,right,verified,colonies_tested,percent,LB_22hr,MOPS_24hr,MOPS_48hr,genetic,PEC,MG_Tn5,Score,,,,,,
ECK0714,sucA,JW0715,+,759128,761929,759131,761908,b0726,+,757929,760730,757932,760709,8,8,100.0 ,0.305 ,0.270 ,0.319 ,E,N,u,-2,,,,,,
ECK0715,sucB,JW0716,+,761944,763161,761947,763140,b0727,+,760745,761962,760748,761941,8,8,100.0 ,0.396 ,0.131 ,0.110 ,E,N,u,-2,,,,,,
ECK0716,sucC,JW0717,+,763436,764602,763439,764581,b0728,+,762237,763403,762240,763382,6,8,75.0 ,0.614 ,0.324 ,0.319 ,N,N,N,-4,,,,,,
ECK0717,sucD,JW0718,+,764602,765471,764605,765450,b0729,+,763403,764272,763406,764251,7,8,87.5 ,0.573 ,0.295 ,0.278 ,N,N,N,-4,,,,,,
ECK0718,mngR,JW0719,-,765575,766297,765596,766294,b0730,-,764376,765098,764397,765095,7,8,87.5 ,0.802 ,0.330 ,0.420 ,N,N,N,-4,,,,,,
ECK0719,mngA,JW0720,+,766406,768382,766409,768361,b0731,+,765207,767183,765210,767162,4,8,50.0 ,0.736 ,0.284 ,0.334 ,N,N,N,-4,,,,,,
ECK0720,mngB,JW0721,+,768400,771033,768403,771012,b0732,+,767201,769834,767204,769813,8,8,100.0 ,0.815 ,0.274 ,0.348 ,N,N,u,-3,,,,,,
ECK0721,cydA,JW0722,+,771880,773448,771883,773427,b0733,+,770681,772249,770684,772228,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,N,0,,,,,,
ECK0722,cydB,JW0723,+,773464,774603,773467,774582,b0734,+,772265,773404,772268,773383,5,8,62.5 ,0.525 ,0.423 ,0.419 ,E,N,u,-2,,,,,,
ECK0723,ybgT,JW0724,+,774618,774731,774621,774710,b4515,+,773419,773532,773422,773511,3,4,75.0 ,0.368 ,0.275 ,0.309 ,-,u,u,-1.5,,,,,,
ECK0724,ybgE,JW0725,+,774731,775024,774734,775003,b0735,+,773532,773825,773535,773804,6,8,75.0 ,0.731 ,0.316 ,0.364 ,N,N,N,-4,,,,,,
ECK0725,ybgC,JW0726,+,775174,775578,775177,775557,b0736,+,773975,774379,773978,774358,8,8,100.0 ,0.719 ,0.260 ,0.256 ,E,N,N,-3,,,,,,
ECK0726,tolQ,JW0727,+,775575,776267,775578,776246,b0737,+,774376,775068,774379,775047,8,8,100.0 ,0.521 ,0.240 ,0.307 ,N,N,u,-3,,,,,,
ECK0727,tolR,JW0728,+,776271,776699,776274,776678,b0738,+,775072,775500,775075,775479,6,8,75.0 ,0.478 ,0.194 ,0.221 ,N,N,u,-3,,,,,,
ECK0728,tolA,JW0729,+,776764,778029,776767,778008,b0739,+,775565,776830,775568,776809,6,8,75.0 ,0.461 ,0.224 ,0.306 ,N,N,N,-4,,,,,,
ECK0729,tolB,JW5100,+,778162,779454,778165,779433,b0740,+,776963,778255,776966,778234,8,8,100.0 ,0.405 ,0.284 ,0.292 ,N,N,u,-3,,,,,,
ECK0730,pal,JW0731,+,779489,780010,779492,779989,b0741,+,778290,778811,778293,778790,4,4,100.0 ,0.320 ,0.256 ,0.253 ,N,N,u,-3,,,,,,
ECK0731,ybgF,JW0732,+,780020,780811,780023,780790,b0742,+,778821,779612,778824,779591,8,8,100.0 ,0.782 ,0.392 ,0.432 ,N,N,N,-4,,,,,,
ECK0739,nadA,JW0733,+,782507,783550,782510,783529,b0750,+,781308,782351,781311,782330,6,8,75.0 ,0.786 ,0.056 ,0.045 ,N,N,u,-3,,,,,,
ECK0740,pnuC,JW0734,+,783588,784307,783591,784286,b0751,+,782389,783108,782392,783087,8,8,100.0 ,0.827 ,0.453 ,0.446 ,N,N,u,-3,,,,,,
ECK0741,zitB,JW0735,-,784304,785245,784325,785242,b0752,-,783105,784046,783126,784043,7,8,87.5 ,0.742 ,0.298 ,0.356 ,N,N,u,-3,,,,,,
none,none,JW5101,+,784322,784612,784325,784591,none,+,783123,783413,783126,783392,6,8,75.0 ,0.767 ,0.332 ,0.379 ,-,u,u,-1.5,,,,,,
ECK0742,ybgS,JW0736,-,785359,785739,785380,785736,b0753,-,784160,784540,784181,784537,6,8,75.0 ,0.712 ,0.377 ,0.654 ,N,N,u,-3,,,,,,
ECK0743,aroG,JW0737,+,786055,787107,786058,787086,b0754,+,784856,785908,784859,785887,8,8,100.0 ,0.467 ,0.340 ,0.488 ,N,N,u,-3,,,,,,
ECK0744,gpmA,JW0738,-,787265,788017,787286,788014,b0755,-,786066,786818,786087,786815,7,8,87.5 ,0.610 ,0.383 ,0.240 ,N,N,N,-4,,,,,,
ECK0745,galM,JW0739,-,788219,789259,788240,789256,b0756,-,787020,788060,787041,788057,7,8,87.5 ,0.788 ,0.276 ,0.302 ,N,N,N,-4,,,,,,
ECK0746,galK,JW0740,-,789253,790401,789274,790398,b0757,-,788054,789202,788075,789199,7,8,87.5 ,0.779 ,0.312 ,0.350 ,N,N,N,-4,,,,,,
ECK0747,galT,JW0741,-,790405,791451,790426,791448,b0758,-,789206,790252,789227,790249,8,8,100.0 ,0.723 ,0.361 ,0.664 ,N,N,u,-3,,,,,,
ECK0748,galE,JW0742,-,791461,792477,791482,792474,b0759,-,790262,791278,790283,791275,6,8,75.0 ,0.713 ,0.484 ,0.716 ,N,N,N,-4,,,,,,
ECK0749,modF,JW0743,-,792738,794210,792759,794207,b0760,-,791539,793011,791560,793008,7,8,87.5 ,0.707 ,0.367 ,0.374 ,N,N,u,-3,,,,,,
ECK0750,modE,JW0744,-,794278,795066,794299,795063,b0761,-,793079,793867,793100,793864,7,8,87.5 ,0.781 ,0.295 ,0.278 ,N,N,N,-4,,,,,,
ECK0751,ybhT,JW5102,+,795195,795344,795198,795323,b0762,+,793996,794145,793999,794124,2,8,25.0 ,0.841 ,0.225 ,0.270 ,?,N,u,-2.5,,,,,,
ECK0752,modA,JW0746,+,795511,796284,795514,796263,b0763,+,794312,795085,794315,795064,8,8,100.0 ,0.874 ,0.324 ,0.352 ,N,N,N,-4,,,,,,
ECK0753,modB,JW0747,+,796284,796973,796287,796952,b0764,+,795085,795774,795088,795753,8,8,100.0 ,0.778 ,0.290 ,0.345 ,N,N,N,-4,,,,,,
ECK0754,modC,JW0748,+,796976,798034,796979,798013,b0765,+,795777,796835,795780,796814,7,8,87.5 ,0.829 ,0.266 ,0.394 ,N,N,N,-4,,,,,,
ECK0755,ybhA,JW0749,-,798035,798853,798056,798850,b0766,-,796836,797654,796857,797651,8,8,100.0 ,0.842 ,0.393 ,0.431 ,E,N,u,-2,,,,,,
ECK0756,ybhE,JW0750,+,799008,800003,799011,799982,b0767,+,797809,798804,797812,798783,6,8,75.0 ,0.874 ,0.551 ,0.686 ,N,N,u,-3,,,,,,
ECK0757,ybhD,JW5896,-,800044,801060,800065,800994,b0768,-,798845,799861,798866,799795,4,8,50.0 ,0.632 ,0.355 ,0.412 ,N,N,N,-4,,,,,,
ECK0758,ybhH,JW0752,+,801181,802233,801184,802212,b0769,+,799982,801034,799985,801013,6,8,75.0 ,0.744 ,0.328 ,0.298 ,N,N,u,-3,,,,,,
ECK0759,ybhI,JW0753,+,802309,803742,802312,803721,b0770,+,801110,802543,801113,802522,7,8,87.5 ,0.813 ,0.347 ,0.383 ,N,N,u,-3,,,,,,
ECK0760,ybhJ,JW5103,+,803925,806186,803928,806165,b0771,+,802726,804987,802729,804966,7,8,87.5 ,0.813 ,0.403 ,0.434 ,N,N,u,-3,,,,,,
ECK0761,ybhC,JW0755,-,806420,807703,806441,807700,b0772,-,805221,806504,805242,806501,4,4,100.0 ,0.834 ,0.264 ,0.232 ,N,N,N,-4,,,,,,
ECK0762,ybhB,JW0756,-,807855,808331,807876,808328,b0773,-,806656,807132,806677,807129,8,8,100.0 ,0.797 ,0.269 ,0.311 ,N,N,N,-4,,,,,,
ECK0763,bioA,JW0757,-,808390,809679,808411,809676,b0774,-,807191,808480,807212,808477,8,8,100.0 ,0.733 ,0.090 ,0.109 ,N,N,u,-3,,,,,,
ECK0764,bioB,JW0758,+,809766,810806,809769,810785,b0775,+,808567,809607,808570,809586,7,8,87.5 ,0.861 ,0.049 ,0.055 ,N,N,u,-3,,,,,,
ECK0765,bioF,JW0759,+,810803,811957,810806,811936,b0776,+,809604,810758,809607,810737,7,8,87.5 ,0.789 ,0.025 ,0.065 ,N,N,u,-3,,,,,,
ECK0766,bioC,JW0760,+,811944,812699,811947,812678,b0777,+,810745,811500,810748,811479,7,8,87.5 ,0.802 ,0.044 ,0.065 ,N,N,u,-3,,,,,,
ECK0767,bioD,JW0761,+,812692,813369,812695,813348,b0778,+,811493,812170,811496,812149,7,8,87.5 ,0.792 ,0.037 ,0.038 ,N,N,u,-3,,,,,,
ECK0768,uvrB,JW0762,+,813948,815969,813951,815948,b0779,+,812749,814770,812752,814749,7,8,87.5 ,0.809 ,0.280 ,0.464 ,N,N,u,-3,,,,,,
ECK0769,ybhK,JW0763,-,816161,817069,816182,817066,b0780,-,814962,815870,814983,815867,8,8,100.0 ,0.668 ,0.342 ,0.524 ,N,N,u,-3,,,,,,
ECK0770,moaA,JW0764,+,817466,818455,817469,818434,b0781,+,816267,817256,816270,817235,7,8,87.5 ,0.911 ,0.238 ,0.258 ,N,N,N,-4,,,,,,
ECK0771,moaB,JW0765,+,818477,818989,818480,818968,b0782,+,817278,817790,817281,817769,7,8,87.5 ,0.789 ,0.285 ,0.388 ,N,N,u,-3,,,,,,
ECK0772,moaC,JW0766,+,818992,819477,818995,819456,b0783,+,817793,818278,817796,818257,6,8,75.0 ,0.820 ,0.150 ,0.166 ,N,N,N,-4,,,,,,
ECK0773,moaD,JW0767,+,819470,819715,819473,819694,b0784,+,818271,818516,818274,818495,3,8,37.5 ,0.855 ,0.158 ,0.175 ,N,N,N,-4,,,,,,
ECK0774,moaE,JW0768,+,819717,820169,819720,820148,b0785,+,818518,818970,818521,818949,7,8,87.5 ,0.789 ,0.156 ,0.072 ,N,N,u,-3,,,,,,
ECK0775,ybhL,JW0769,+,820306,821010,820309,820989,b0786,+,819107,819811,819110,819790,8,8,100.0 ,0.688 ,0.255 ,0.285 ,N,N,u,-3,,,,,,
ECK0776,ybhM,JW0770,+,821215,821928,821218,821907,b0787,+,820016,820729,820019,820708,8,8,100.0 ,0.650 ,0.249 ,0.341 ,N,N,u,-3,,,,,,
ECK0777,ybhN,JW0771,-,821964,822920,821985,822917,b0788,-,820765,821721,820786,821718,8,8,100.0 ,0.803 ,0.301 ,0.358 ,E,N,u,-2,,,,,,
ECK0778,ybhO,JW0772,-,822920,824161,822941,824158,b0789,-,821721,822962,821742,822959,8,8,100.0 ,0.813 ,0.405 ,0.486 ,N,N,u,-3,,,,,,
ECK0779,ybhP,JW0773,-,824158,824919,824179,824916,b0790,-,822959,823720,822980,823717,7,8,87.5 ,0.581 ,0.347 ,0.593 ,N,N,u,-3,,,,,,
ECK0780,ybhQ,JW0774,+,825052,825462,825055,825441,b0791,+,823853,824263,823856,824242,8,8,100.0 ,0.753 ,0.374 ,0.397 ,E,N,u,-2,,,,,,
ECK0781,ybhR,JW5803,-,825424,826530,825445,826527,b0792,-,824225,825331,824246,825328,7,8,87.5 ,0.676 ,0.199 ,0.217 ,N,N,u,-3,,,,,,
ECK0782,ybhS,JW0777,-,826541,827674,826562,827671,b0793,-,825342,826475,825363,826472,8,8,100.0 ,0.827 ,0.285 ,0.369 ,N,N,u,-3,,,,,,
ECK0783,ybhF,JW5104,-,827667,829403,827688,829400,b0794,-,826468,828204,826489,828201,4,8,50.0 ,0.760 ,0.322 ,0.355 ,N,N,u,-3,,,,,,
ECK0784,ybhG,JW0779,-,829396,830394,829417,830391,b0795,-,828197,829195,828218,829192,8,8,100.0 ,0.732 ,0.257 ,0.252 ,N,N,u,-3,,,,,,
ECK0785,ybiH,JW0780,-,830394,831065,830415,831062,b0796,-,829195,829866,829216,829863,8,8,100.0 ,0.878 ,0.289 ,0.270 ,N,N,u,-3,,,,,,
ECK0786,rhlE,JW0781,+,831294,832658,831297,832637,b0797,+,830095,831459,830098,831438,5,8,62.5 ,0.781 ,0.347 ,0.376 ,N,N,N,-4,,,,,,
ECK0787,ybiA,JW0783,-,832890,833372,832911,833369,b0798,-,831691,832173,831712,832170,2,8,25.0 ,0.884 ,0.212 ,0.292 ,E,N,N,-3,,,,,,
ECK0788,dinG,JW0784,+,833492,835642,833495,835621,b0799,+,832293,834443,832296,834422,4,4,100.0 ,0.777 ,0.227 ,0.303 ,N,N,u,-3,,,,,,
ECK0789,ybiB,JW0785,+,835670,836632,835673,836611,b0800,+,834471,835433,834474,835412,8,8,100.0 ,0.877 ,0.302 ,0.315 ,N,N,u,-3,,,,,,
ECK0790,ybiC,JW0786,+,836773,837858,836776,837837,b0801,+,835574,836659,835577,836638,4,4,100.0 ,0.691 ,0.384 ,0.432 ,N,N,N,-4,,,,,,
ECK0791,ybiJ,JW0787,-,838087,838347,838108,838344,b0802,-,836888,837148,836909,837145,8,8,100.0 ,0.790 ,0.341 ,0.412 ,?,N,N,-3.5,,,,,,
ECK0792,ybiI,JW0788,-,838612,838878,838633,838875,b0803,-,837413,837679,837434,837676,8,8,100.0 ,0.745 ,0.393 ,0.568 ,N,N,N,-4,,,,,,
ECK0793,ybiX,JW5105,-,838952,839629,838973,839626,b0804,-,837753,838430,837774,838427,5,8,62.5 ,0.825 ,0.400 ,0.469 ,N,N,u,-3,,,,,,
ECK0794,fiu,JW0790,-,839671,841953,839692,841950,b0805,-,838472,840754,838493,840751,3,4,75.0 ,0.764 ,0.241 ,0.253 ,N,N,u,-3,,,,,,
ECK0795,ybiM,JW5106,-,842218,842478,842239,842475,b0806,-,841019,841279,841040,841276,4,8,50.0 ,0.694 ,0.274 ,0.318 ,N,N,u,-3,,,,,,
ECK0796,ybiN,JW5107,+,842754,843680,842757,843659,b0807,+,841555,842481,841558,842460,2,8,25.0 ,0.781 ,0.353 ,0.371 ,N,N,u,-3,,,,,,
ECK0797,ybiO,JW5108,-,843677,845902,843698,845899,b0808,-,842478,844703,842499,844700,8,8,100.0 ,0.823 ,0.376 ,0.355 ,N,N,u,-3,,,,,,
ECK0798,glnQ,JW0794,-,846163,846885,846184,846882,b0809,-,844964,845686,844985,845683,5,8,62.5 ,0.713 ,0.307 ,0.324 ,N,N,N,-4,,,,,,
ECK0799,glnP,JW0795,-,846882,847541,846903,847538,b0810,-,845683,846342,845704,846339,7,8,87.5 ,0.742 ,0.227 ,0.175 ,E,N,N,-3,,,,,,
ECK0800,glnH,JW0796,-,847680,848426,847701,848423,b0811,-,846481,847227,846502,847224,8,8,100.0 ,0.752 ,0.332 ,0.378 ,N,N,u,-3,,,,,,
ECK0801,dps,JW0797,-,848830,849333,848851,849330,b0812,-,847631,848134,847652,848131,8,8,100.0 ,0.781 ,0.255 ,0.266 ,N,N,N,-4,,,,,,
ECK0802,rhtA,JW0798,-,849632,850519,849653,850516,b0813,-,848433,849320,848454,849317,7,8,87.5 ,0.775 ,0.372 ,0.400 ,N,N,N,-4,,,,,,
ECK0803,ompX,JW0799,+,850872,851387,850875,851366,b0814,+,849673,850188,849676,850167,7,8,87.5 ,0.771 ,0.443 ,0.465 ,N,N,u,-3,,,,,,
ECK0804,ybiP,JW0800,-,851436,853019,851457,853016,b0815,-,850237,851820,850258,851817,4,4,100.0 ,0.815 ,0.398 ,0.472 ,N,N,u,-3,,,,,,
ECK0807,mntR,JW0801,+,853605,854072,853608,854051,b0817,+,852406,852873,852409,852852,8,8,100.0 ,0.759 ,0.416 ,0.487 ,E,N,u,-2,,,,,,
ECK0808,ybiR,JW0802,+,854069,855187,854072,855166,b0818,+,852870,853988,852873,853967,8,8,100.0 ,0.767 ,0.368 ,0.401 ,N,N,u,-3,,,,,,
ECK0809,ybiS,JW0803,-,855246,856166,855267,856163,b0819,-,854047,854967,854068,854964,5,8,62.5 ,0.715 ,0.367 ,0.448 ,N,N,u,-3,,,,,,
ECK0810,ybiT,JW0804,+,856385,857977,856388,857956,b0820,+,855186,856778,855189,856757,8,8,100.0 ,0.708 ,0.242 ,0.285 ,N,N,u,-3,,,,,,
ECK0811,ybiU,JW0805,-,858218,859483,858239,859480,b0821,-,857019,858284,857040,858281,8,8,100.0 ,0.772 ,0.456 ,0.694 ,N,N,u,-3,,,,,,
ECK0812,ybiV,JW0806,-,859635,860450,859656,860447,b0822,-,858436,859251,858457,859248,8,8,100.0 ,0.762 ,0.316 ,0.406 ,N,N,u,-3,,,,,,
ECK0813,ybiW,JW0807,-,860596,863028,860617,863025,b0823,-,859397,861829,859418,861826,8,8,100.0 ,0.732 ,0.314 ,0.294 ,N,N,u,-3,,,,,,
ECK0814,ybiY,JW0808,-,863034,863960,863055,863957,b0824,-,861835,862761,861856,862758,5,8,62.5 ,0.798 ,0.353 ,0.361 ,N,N,N,-4,,,,,,
ECK0815,fsaA,JW5109,+,864064,864726,864067,864705,b0825,+,862865,863527,862868,863506,6,8,75.0 ,0.799 ,0.362 ,0.329 ,N,N,N,-4,,,,,,
ECK0816,moeB,JW0810,-,864802,865551,864823,865548,b0826,-,863603,864352,863624,864349,6,8,75.0 ,0.891 ,0.141 ,0.145 ,N,N,u,-3,,,,,,
ECK0817,moeA,JW0811,-,865551,866786,865572,866783,b0827,-,864352,865587,864373,865584,8,8,100.0 ,0.862 ,0.129 ,0.138 ,N,N,N,-4,,,,,,
ECK0818,iaaA,JW0812,+,866990,867955,866993,867934,b0828,+,865791,866756,865794,866735,7,8,87.5 ,0.815 ,0.350 ,0.390 ,N,N,N,-4,,,,,,
ECK0819,yliA,JW5897,+,867975,869813,867927,869792,b0829,+,866776,868614,866728,868593,7,8,87.5 ,0.855 ,0.405 ,0.513 ,N,N,u,-3,,,,,,
ECK0820,yliB,JW5111,+,869833,871371,869836,871350,b0830,+,868634,870172,868637,870151,4,8,50.0 ,0.876 ,0.458 ,0.481 ,N,N,N,-4,,,,,,
ECK0821,yliC,JW0815,+,871389,872309,871392,872288,b0831,+,870190,871110,870193,871089,7,8,87.5 ,0.809 ,0.324 ,0.297 ,N,N,N,-4,,,,,,
ECK0822,yliD,JW0816,+,872312,873223,872315,873202,b0832,+,871113,872024,871116,872003,6,8,75.0 ,0.784 ,0.236 ,0.244 ,N,N,N,-4,,,,,,
ECK0823,yliE,JW0817,+,873401,875749,873404,875728,b0833,+,872202,874550,872205,874529,8,8,100.0 ,0.758 ,0.260 ,0.298 ,N,N,u,-3,,,,,,
ECK0824,yliF,JW0818,+,875757,877085,875760,877064,b0834,+,874558,875886,874561,875865,8,8,100.0 ,0.772 ,0.354 ,0.413 ,N,N,u,-3,,,,,,
ECK0825,yliG,JW0819,-,877132,878457,877153,878454,b0835,-,875933,877258,875954,877255,6,8,75.0 ,0.415 ,0.317 ,0.362 ,E,N,u,-2,,,,,,
ECK0826,yliH,JW0820,+,878670,879053,878673,879032,b0836,+,877471,877854,877474,877833,5,8,62.5 ,0.742 ,0.214 ,0.266 ,N,N,u,-3,,,,,,
ECK0827,yliI,JW0821,+,879164,880279,879167,880258,b0837,+,877965,879080,877968,879059,8,8,100.0 ,0.732 ,0.231 ,0.146 ,N,N,N,-4,,,,,,
ECK0828,yliJ,JW0822,-,880276,880902,880297,880899,b0838,-,879077,879703,879098,879700,8,8,100.0 ,0.726 ,0.209 ,0.359 ,N,N,N,-4,,,,,,
ECK0829,dacC,JW0823,+,881149,882351,881152,882330,b0839,+,879950,881152,879953,881131,3,4,75.0 ,0.721 ,0.351 ,0.393 ,N,N,u,-3,,,,,,
ECK0830,deoR,JW0824,-,882398,883156,882419,883153,b0840,-,881199,881957,881220,881954,4,4,100.0 ,0.808 ,0.318 ,0.376 ,N,N,u,-3,,,,,,
ECK0831,ybjG,JW5112,-,883214,883810,883235,883807,b0841,-,882015,882611,882036,882608,4,8,50.0 ,0.804 ,0.289 ,0.303 ,N,N,u,-3,,,,,,
ECK0832,cmr,JW0826,+,884095,885327,884098,885306,b0842,+,882896,884128,882899,884107,7,8,87.5 ,0.779 ,0.283 ,0.323 ,N,N,N,-4,,,,,,
ECK0833,ybjH,JW0827,-,885368,885652,885389,885649,b0843,-,884169,884453,884190,884450,7,8,87.5 ,0.786 ,0.302 ,0.309 ,N,N,N,-4,,,,,,
ECK0834,ybjI,JW5113,-,885738,886553,885759,886550,b0844,-,884539,885354,884560,885351,8,8,100.0 ,0.757 ,0.322 ,0.361 ,N,N,N,-4,,,,,,
ECK0835,ybjJ,JW0829,-,886553,887761,886574,887758,b0845,-,885354,886562,885375,886559,8,8,100.0 ,0.760 ,0.248 ,0.273 ,N,N,N,-4,,,,,,
ECK0836,ybjK,JW5114,+,887845,888381,887848,888360,b0846,+,886646,887182,886649,887161,6,8,75.0 ,0.824 ,0.206 ,0.255 ,E,N,N,-3,,,,,,
none,none,JW5115,+,888439,888564,888442,888543,none,+,887240,887365,887243,887344,5,8,62.5 ,0.794 ,0.385 ,0.471 ,-,u,u,-1.5,,,,,,
ECK0838,ybjL,JW0831,-,888556,890241,888577,890238,b0847,-,887357,889042,887378,889039,8,8,100.0 ,0.824 ,0.329 ,0.492 ,N,N,N,-4,,,,,,
ECK0839,ybjM,JW0832,+,890511,890888,890514,890867,b0848,+,889312,889689,889315,889668,4,4,100.0 ,0.682 ,0.272 ,0.311 ,N,N,N,-4,,,,,,
ECK0840,grxA,JW0833,-,890918,891175,890939,891172,b0849,-,889719,889976,889740,889973,8,8,100.0 ,0.805 ,0.208 ,0.221 ,?,N,u,-2.5,,,,,,
ECK0841,ybjC,JW0834,+,891335,891622,891338,891601,b0850,+,890136,890423,890139,890402,7,8,87.5 ,0.754 ,0.468 ,0.639 ,E,N,N,-3,,,,,,
ECK0842,nfsA,JW0835,+,891606,892328,891609,892307,b0851,+,890407,891129,890410,891108,8,8,100.0 ,0.729 ,0.334 ,0.262 ,N,N,u,-3,,,,,,
ECK0843,rimK,JW0836,+,892389,893291,892392,893270,b0852,+,891190,892092,891193,892071,7,8,87.5 ,0.643 ,0.246 ,0.244 ,N,N,u,-3,,,,,,
ECK0844,ybjN,JW0837,+,893379,893855,893382,893834,b0853,+,892180,892656,892183,892635,8,8,100.0 ,0.725 ,0.436 ,0.556 ,?,N,u,-2.5,,,,,,
ECK0845,potF,JW0838,+,894206,895318,894209,895297,b0854,+,893007,894119,893010,894098,8,8,100.0 ,0.747 ,0.234 ,0.248 ,N,N,u,-3,,,,,,
ECK0846,potG,JW5818,+,895413,896546,895416,896525,b0855,+,894214,895347,894217,895326,4,8,50.0 ,0.487 ,0.590 ,0.947 ,N,N,N,-4,,,,,,
ECK0847,potH,JW0840,+,896556,897509,896559,897488,b0856,+,895357,896310,895360,896289,4,4,100.0 ,0.769 ,0.291 ,0.331 ,N,N,N,-4,,,,,,
ECK0848,potI,JW0841,+,897506,898351,897509,898330,b0857,+,896307,897152,896310,897131,8,8,100.0 ,0.729 ,0.290 ,0.326 ,N,N,u,-3,,,,,,
ECK0849,ybjO,JW0842,+,898411,898899,898414,898878,b0858,+,897212,897700,897215,897679,7,8,87.5 ,0.691 ,0.388 ,0.585 ,N,N,N,-4,,,,,,
ECK0850,rumB,JW0843,+,898940,900067,898943,900046,b0859,+,897741,898868,897744,898847,7,8,87.5 ,0.639 ,0.272 ,0.259 ,N,N,N,-4,,,,,,
ECK0851,artJ,JW0844,-,900266,900997,900287,900994,b0860,-,899067,899798,899088,899795,7,8,87.5 ,0.766 ,0.285 ,0.273 ,N,N,u,-3,,,,,,
ECK0852,artM,JW0845,-,901288,901956,901309,901953,b0861,-,900089,900757,900110,900754,4,8,50.0 ,0.720 ,0.230 ,0.236 ,N,N,u,-3,,,,,,
ECK0853,artQ,JW0846,-,901956,902672,901977,902669,b0862,-,900757,901473,900778,901470,7,8,87.5 ,0.708 ,0.358 ,0.367 ,N,N,N,-4,,,,,,
ECK0854,artI,JW0847,-,902679,903410,902700,903407,b0863,-,901480,902211,901501,902208,8,8,100.0 ,0.722 ,0.273 ,0.273 ,N,N,u,-3,,,,,,
ECK0855,artP,JW0848,-,903428,904156,903449,904153,b0864,-,902229,902957,902250,902954,6,8,75.0 ,0.699 ,0.327 ,0.348 ,N,N,u,-3,,,,,,
ECK0856,ybjP,JW0849,-,904374,904889,904395,904886,b0865,-,903175,903690,903196,903687,4,4,100.0 ,0.779 ,0.329 ,0.555 ,E,N,N,-3,,,,,,
ECK0857,ybjQ,JW0850,+,905015,905338,905018,905317,b0866,+,903816,904139,903819,904118,8,8,100.0 ,0.835 ,0.317 ,0.382 ,E,N,N,-3,,,,,,
ECK0858,ybjR,JW0851,+,905335,906165,905338,906144,b0867,+,904136,904966,904139,904945,8,8,100.0 ,0.774 ,0.293 ,0.330 ,E,N,N,-3,,,,,,
ECK0859,ybjS,JW5819,-,906162,907175,906183,907172,b0868,-,904963,905976,904984,905973,7,8,87.5 ,0.738 ,0.326 ,0.366 ,E,N,N,-3,,,,,,
ECK0860,ybjT,JW5116,-,907274,908704,907295,908701,b0869,-,906075,907505,906096,907502,5,8,62.5 ,0.787 ,0.328 ,0.383 ,N,N,N,-4,,,,,,
ECK0861,ltaE,JW0854,-,908715,909716,908736,909713,b0870,-,907516,908517,907537,908514,8,8,100.0 ,0.753 ,0.405 ,0.429 ,N,N,N,-4,,,,,,
ECK0862,poxB,JW0855,-,909753,911471,909774,911468,b0871,-,908554,910272,908575,910269,7,8,87.5 ,0.860 ,0.359 ,0.327 ,N,N,u,-3,,,,,,
ECK0863,hcr,JW5117,-,911604,912572,911625,912569,b0872,-,910405,911373,910426,911370,6,8,75.0 ,0.777 ,0.275 ,0.289 ,N,N,N,-4,,,,,,
ECK0864,hcp,JW0857,-,912584,914236,912605,914233,b0873,-,911385,913037,911406,913034,8,8,100.0 ,0.801 ,0.357 ,0.378 ,N,N,u,-3,,,,,,
ECK0865,ybjE,JW0858,-,914380,915279,914401,915276,b0874,-,913181,914080,913202,914077,8,8,100.0 ,0.772 ,0.353 ,0.368 ,N,N,N,-4,,,,,,
ECK0866,aqpZ,JW0859,-,915774,916469,915795,916466,b0875,-,914575,915270,914596,915267,2,4,50.0 ,0.808 ,0.310 ,0.116 ,N,N,N,-4,,,,,,
ECK0867,ybjD,JW0860,+,916895,918553,916898,918532,b0876,+,915696,917354,915699,917333,8,8,100.0 ,0.763 ,0.378 ,0.488 ,N,N,u,-3,,,,,,
ECK0868,ybjX,JW0861,-,918550,919542,918571,919539,b0877,-,917351,918343,917372,918340,8,8,100.0 ,0.715 ,0.256 ,0.266 ,N,N,N,-4,,,,,,
ECK0869,macA,JW0862,+,919657,920772,919660,920751,b0878,+,918458,919573,918461,919552,8,8,100.0 ,0.812 ,0.318 ,0.277 ,N,N,u,-3,,,,,,
ECK0870,macB,JW0863,+,920769,922715,920772,922694,b0879,+,919570,921516,919573,921495,8,8,100.0 ,0.724 ,0.258 ,0.289 ,N,u,N,-3,,,,,,
ECK0871,cspD,JW0864,-,922788,923012,922809,923009,b0880,-,921589,921813,921610,921810,8,8,100.0 ,0.671 ,0.342 ,0.524 ,N,N,N,-4,,,,,,
ECK0872,clpS,JW0865,+,923335,923655,923338,923634,b0881,+,922136,922456,922139,922435,8,8,100.0 ,0.740 ,0.255 ,0.273 ,E,u,u,-1,,,,,,
ECK0873,clpA,JW0866,+,923686,925962,923689,925941,b0882,+,922487,924763,922490,924742,4,4,100.0 ,0.733 ,0.297 ,0.325 ,N,N,u,-3,,,,,,
ECK0875,infA,JW0867,-,926647,926865,926668,926862,b0884,-,925448,925666,925469,925663,0,8,0.0 ,N.A.,N.A.,N.A.,?,E,u,2.5,,,,,,
